1,
nm,A
800,0.2135
799,0.218
798,0.2188
797,0.2204
796,0.2201
795,0.2236
794,0.2252
793,0.2292
792,0.2288
791,0.2363
790,0.2339
789,0.2376
788,0.2403
787,0.2435
786,0.2457
785,0.2437
784,0.2464
783,0.2493
782,0.2515
781,0.2559
780,0.258
779,0.2621
778,0.2634
777,0.2614
776,0.2661
775,0.2698
774,0.2744
773,0.2792
772,0.2815
771,0.2858
770,0.2862
769,0.2877
768,0.295
767,0.2962
766,0.3027
765,0.3062
764,0.3079
763,0.3132
762,0.3173
761,0.3202
760,0.3253
759,0.3319
758,0.3333
757,0.3405
756,0.3435
755,0.3526
754,0.3538
753,0.3623
752,0.3658
751,0.372
750,0.3777
749,0.3856
748,0.3929
747,0.4016
746,0.4107
745,0.4179
744,0.4235
743,0.4317
742,0.4404
741,0.4518
740,0.4616
739,0.4694
738,0.4799
737,0.4928
736,0.5058
735,0.52
734,0.5289
733,0.5456
732,0.5594
731,0.5739
730,0.5923
729,0.6109
728,0.6317
727,0.6504
726,0.6701
725,0.6904
724,0.7144
723,0.7381
722,0.7639
721,0.7878
720,0.8129
719,0.8411
718,0.8718
717,0.9002
716,0.931
715,0.9617
714,0.9964
713,1.0247
712,1.0548
711,1.0918
710,1.1234
709,1.1521
708,1.1834
707,1.2158
706,1.2479
705,1.2732
704,1.3024
703,1.3323
702,1.3579
701,1.3829
700,1.4106
699,1.4396
698,1.4614
697,1.4824
696,1.5107
695,1.5271
694,1.544
693,1.5658
692,1.586
691,1.6033
690,1.6258
689,1.6441
688,1.6671
687,1.6848
686,1.6959
685,1.7066
684,1.7228
683,1.7436
682,1.7623
681,1.7811
680,1.7929
679,1.8061
678,1.8279
677,1.8416
676,1.8563
675,1.8743
674,1.8858
673,1.8986
672,1.9201
671,1.9355
670,1.943
669,1.9583
668,1.9707
667,1.9853
666,2.0061
665,2.0178
664,2.0197
663,2.031
662,2.0422
661,2.059
660,2.0728
659,2.0769
658,2.0908
657,2.0916
656,2.0942
655,2.1114
654,2.1228
653,2.1282
652,2.1356
651,2.1403
650,2.1374
649,2.1425
648,2.1567
647,2.1602
646,2.1646
645,2.1636
644,2.1683
643,2.1735
642,2.1735
641,2.1797
