0.1,
nm,A
800,-0.0014
797,-0.0032
794,-0.0015
791,0.0009
788,-0.0013
785,-0.0008
782,-0.0054
779,-0.0008
776,0.0023
773,-0.0021
770,-0.0007
767,0.0011
764,-0.0013
761,0.0042
758,-0.0029
755,0.0029
752,0.0024
749,0.0008
746,0.0002
743,0.002
740,0.0033
737,0.0036
734,0.004
731,0.0016
728,0.0061
725,0.0109
722,0.0123
719,0.0141
716,0.0208
713,0.0253
710,0.0294
707,0.0417
704,0.0491
701,0.0555
698,0.0722
695,0.0838
692,0.0977
689,0.1146
686,0.1316
683,0.1465
680,0.1639
677,0.1802
674,0.1953
671,0.2107
668,0.2203
665,0.2312
662,0.2377
659,0.2441
656,0.2474
653,0.251
650,0.2519
647,0.249
644,0.2483
641,0.2477
638,0.2432
635,0.2418
632,0.2392
629,0.2343
626,0.2327
623,0.2305
620,0.2265
617,0.2226
614,0.2205
611,0.2162
608,0.2111
605,0.2071
602,0.204
599,0.1987
596,0.1931
593,0.1886
590,0.1839
587,0.1773
584,0.1735
581,0.1678
578,0.1614
575,0.1539
572,0.1482
569,0.1436
566,0.1394
563,0.1336
560,0.129
557,0.1242
554,0.1197
551,0.1147
548,0.1113
545,0.1075
542,0.1033
539,0.0989
536,0.0949
533,0.0913
530,0.0879
527,0.0839
524,0.0808
521,0.0769
518,0.0746
515,0.0722
512,0.0691
509,0.0665
506,0.0643
503,0.0625
500,0.0606
497,0.0579
494,0.0564
491,0.0537
488,0.0521
485,0.05
482,0.0477
479,0.0468
476,0.0453
473,0.0437
470,0.0417
467,0.0408
464,0.0405
461,0.0399
458,0.0398
455,0.0396
452,0.0413
449,0.0439
446,0.0473
443,0.052
440,0.0593
437,0.0672
434,0.0774
431,0.0887
428,0.1001
425,0.1103
422,0.1183
419,0.1254
416,0.1324
413,0.1345
410,0.1357
407,0.1379
404,0.1362
401,0.1333
398,0.1302
395,0.124
392,0.1187
389,0.115
386,0.1086
383,0.1029
380,0.0966
377,0.0887
374,0.0833
371,0.0769
368,0.0697
365,0.0659
362,0.0618
359,0.055
356,0.0513
353,0.0487
350,0.0465
347,0.0446
344,0.0425
341,0.0416
338,0.0421
335,0.0442
332,0.0472
329,0.0477
326,0.048
323,0.0504
320,0.0526
317,0.0543
314,0.0556
311,0.0564
308,0.0568
305,0.0572
302,0.058
299,0.059
296,0.0604
293,0.0614
290,0.0596
287,0.0554
284,0.0532
281,0.0531
278,0.0521
275,0.0515
272,0.0523
269,0.0545
266,0.0572
263,0.0595
260,0.0624
257,0.0676
254,0.0747
251,0.0838
248,0.0938
