nm,baseline,100,90,80,70,60,50,40,30,20,0
369,0.046,0.074,0.085,0.106,0.111,0.083,0.082,0.087,0.07,0.071,0.046
370,0.045,0.075,0.086,0.107,0.112,0.083,0.082,0.088,0.07,0.071,0.046
371,0.046,0.075,0.087,0.108,0.113,0.084,0.082,0.088,0.07,0.071,0.046
372,0.046,0.076,0.088,0.109,0.114,0.084,0.082,0.088,0.07,0.071,0.046
373,0.046,0.077,0.089,0.11,0.114,0.084,0.083,0.088,0.07,0.071,0.046
374,0.046,0.078,0.09,0.111,0.116,0.085,0.083,0.088,0.07,0.071,0.046
375,0.046,0.079,0.091,0.112,0.117,0.085,0.083,0.088,0.07,0.071,0.046
376,0.045,0.08,0.092,0.113,0.117,0.085,0.084,0.088,0.07,0.071,0.046
377,0.046,0.081,0.093,0.114,0.118,0.086,0.084,0.088,0.07,0.071,0.046
378,0.046,0.081,0.094,0.116,0.119,0.086,0.084,0.089,0.07,0.071,0.046
379,0.045,0.082,0.095,0.117,0.12,0.086,0.084,0.089,0.07,0.071,0.046
380,0.046,0.083,0.096,0.117,0.121,0.087,0.085,0.089,0.07,0.071,0.046
381,0.046,0.084,0.097,0.119,0.122,0.088,0.085,0.089,0.07,0.071,0.046
382,0.045,0.085,0.098,0.12,0.123,0.088,0.085,0.089,0.07,0.071,0.046
383,0.045,0.086,0.099,0.121,0.124,0.088,0.085,0.089,0.07,0.071,0.046
384,0.045,0.086,0.1,0.122,0.125,0.088,0.086,0.089,0.07,0.071,0.045
385,0.045,0.087,0.101,0.123,0.126,0.089,0.086,0.089,0.07,0.071,0.045
386,0.045,0.088,0.102,0.124,0.127,0.089,0.086,0.089,0.07,0.07,0.045
387,0.045,0.089,0.103,0.125,0.128,0.09,0.086,0.089,0.07,0.07,0.045
388,0.045,0.09,0.104,0.127,0.129,0.09,0.086,0.089,0.069,0.07,0.045
389,0.045,0.09,0.105,0.128,0.13,0.091,0.087,0.089,0.069,0.07,0.045
390,0.045,0.091,0.106,0.129,0.131,0.091,0.087,0.089,0.069,0.07,0.045
391,0.044,0.092,0.107,0.13,0.132,0.091,0.087,0.09,0.069,0.07,0.045
392,0.044,0.093,0.108,0.131,0.133,0.092,0.088,0.09,0.069,0.07,0.045
393,0.044,0.094,0.11,0.132,0.134,0.092,0.088,0.09,0.069,0.07,0.044
394,0.044,0.095,0.11,0.133,0.134,0.092,0.088,0.09,0.069,0.07,0.044
395,0.044,0.095,0.112,0.134,0.135,0.093,0.088,0.09,0.069,0.07,0.044
396,0.044,0.096,0.112,0.135,0.136,0.093,0.089,0.09,0.069,0.07,0.044
397,0.044,0.097,0.114,0.136,0.137,0.094,0.089,0.09,0.069,0.07,0.044
398,0.044,0.098,0.114,0.137,0.138,0.094,0.089,0.09,0.069,0.07,0.044
399,0.044,0.098,0.115,0.138,0.138,0.095,0.089,0.09,0.069,0.07,0.044
400,0.044,0.099,0.116,0.139,0.139,0.095,0.09,0.09,0.069,0.07,0.044
401,0.044,0.1,0.117,0.139,0.14,0.095,0.09,0.09,0.069,0.07,0.044
402,0.044,0.1,0.117,0.14,0.14,0.095,0.09,0.09,0.069,0.07,0.044
403,0.044,0.1,0.118,0.141,0.141,0.096,0.09,0.09,0.069,0.07,0.044
404,0.044,0.101,0.118,0.141,0.141,0.095,0.09,0.09,0.069,0.07,0.044
405,0.044,0.101,0.118,0.141,0.141,0.096,0.09,0.09,0.068,0.069,0.044
406,0.044,0.102,0.119,0.142,0.141,0.096,0.09,0.09,0.068,0.069,0.044
407,0.044,0.102,0.119,0.142,0.141,0.096,0.09,0.089,0.068,0.069,0.044
408,0.044,0.102,0.119,0.142,0.142,0.096,0.09,0.09,0.068,0.07,0.044
409,0.044,0.102,0.119,0.142,0.142,0.096,0.09,0.089,0.068,0.069,0.044
410,0.044,0.102,0.119,0.142,0.141,0.096,0.09,0.089,0.068,0.069,0.044
411,0.044,0.102,0.119,0.142,0.142,0.096,0.09,0.089,0.068,0.069,0.044
412,0.043,0.102,0.119,0.142,0.141,0.096,0.09,0.089,0.068,0.069,0.044
413,0.044,0.102,0.12,0.142,0.141,0.096,0.089,0.089,0.068,0.069,0.043
414,0.043,0.102,0.119,0.142,0.141,0.095,0.089,0.088,0.068,0.069,0.044
415,0.043,0.102,0.119,0.142,0.141,0.095,0.089,0.088,0.067,0.069,0.044
416,0.044,0.102,0.119,0.141,0.141,0.095,0.089,0.088,0.067,0.069,0.044
417,0.043,0.102,0.119,0.141,0.14,0.095,0.089,0.088,0.067,0.068,0.044
418,0.043,0.102,0.118,0.14,0.14,0.095,0.089,0.087,0.067,0.068,0.044
419,0.043,0.102,0.118,0.14,0.139,0.094,0.088,0.087,0.067,0.068,0.044
420,0.043,0.101,0.117,0.139,0.138,0.094,0.088,0.087,0.066,0.067,0.043
421,0.043,0.101,0.117,0.139,0.137,0.094,0.088,0.087,0.066,0.067,0.044
422,0.043,0.1,0.116,0.137,0.137,0.093,0.087,0.086,0.066,0.067,0.044
423,0.043,0.1,0.115,0.137,0.136,0.093,0.087,0.086,0.066,0.067,0.044
424,0.043,0.099,0.114,0.135,0.134,0.092,0.086,0.085,0.066,0.067,0.043
425,0.043,0.098,0.113,0.134,0.133,0.091,0.086,0.085,0.065,0.066,0.043
426,0.043,0.097,0.112,0.133,0.132,0.09,0.085,0.084,0.065,0.066,0.043
427,0.043,0.096,0.11,0.131,0.13,0.09,0.084,0.084,0.065,0.066,0.043
428,0.043,0.095,0.108,0.129,0.128,0.089,0.083,0.083,0.065,0.065,0.043
429,0.043,0.093,0.107,0.127,0.127,0.088,0.083,0.082,0.064,0.065,0.043
430,0.043,0.092,0.105,0.124,0.125,0.086,0.082,0.081,0.063,0.064,0.043
431,0.043,0.09,0.103,0.122,0.123,0.086,0.081,0.081,0.064,0.064,0.044
432,0.043,0.088,0.101,0.12,0.121,0.084,0.08,0.08,0.064,0.064,0.043
433,0.043,0.087,0.099,0.118,0.118,0.083,0.079,0.079,0.063,0.063,0.043
434,0.043,0.085,0.097,0.115,0.116,0.081,0.077,0.078,0.062,0.063,0.043
435,0.043,0.083,0.095,0.113,0.114,0.08,0.076,0.078,0.062,0.062,0.043
436,0.043,0.082,0.093,0.111,0.112,0.079,0.075,0.077,0.062,0.063,0.043
437,0.043,0.08,0.091,0.108,0.11,0.078,0.074,0.076,0.061,0.062,0.043
438,0.043,0.078,0.088,0.106,0.108,0.077,0.073,0.075,0.061,0.061,0.043
439,0.043,0.077,0.086,0.104,0.105,0.075,0.072,0.075,0.061,0.061,0.043
440,0.043,0.075,0.085,0.102,0.104,0.074,0.071,0.074,0.06,0.061,0.043
441,0.043,0.074,0.083,0.1,0.102,0.073,0.071,0.074,0.06,0.06,0.043
442,0.043,0.073,0.081,0.098,0.101,0.073,0.07,0.073,0.06,0.06,0.043
443,0.043,0.071,0.08,0.096,0.099,0.072,0.069,0.073,0.06,0.06,0.043
444,0.043,0.07,0.078,0.095,0.098,0.071,0.069,0.072,0.059,0.06,0.043
445,0.043,0.07,0.077,0.093,0.096,0.07,0.068,0.072,0.059,0.06,0.043
446,0.043,0.068,0.076,0.092,0.095,0.07,0.067,0.071,0.059,0.059,0.043
447,0.042,0.068,0.075,0.091,0.094,0.069,0.067,0.071,0.059,0.059,0.043
448,0.043,0.067,0.074,0.09,0.093,0.068,0.066,0.07,0.058,0.059,0.043
449,0.043,0.066,0.073,0.089,0.092,0.068,0.066,0.07,0.058,0.059,0.043
450,0.043,0.066,0.072,0.088,0.091,0.068,0.066,0.07,0.058,0.059,0.043
451,0.042,0.065,0.071,0.087,0.091,0.067,0.065,0.07,0.058,0.058,0.043
452,0.042,0.064,0.071,0.086,0.09,0.066,0.065,0.069,0.058,0.058,0.043
453,0.042,0.064,0.07,0.086,0.089,0.066,0.065,0.069,0.058,0.058,0.043
454,0.042,0.064,0.07,0.085,0.089,0.066,0.065,0.069,0.057,0.058,0.043
455,0.042,0.063,0.069,0.085,0.089,0.066,0.064,0.068,0.058,0.058,0.043
456,0.042,0.063,0.069,0.084,0.088,0.065,0.064,0.068,0.057,0.058,0.043
457,0.042,0.063,0.069,0.084,0.088,0.065,0.064,0.068,0.057,0.058,0.043
458,0.042,0.063,0.068,0.084,0.087,0.065,0.064,0.068,0.057,0.057,0.043
459,0.042,0.062,0.068,0.083,0.087,0.065,0.063,0.068,0.057,0.057,0.043
460,0.042,0.062,0.068,0.083,0.087,0.065,0.063,0.068,0.057,0.057,0.043
461,0.042,0.062,0.068,0.083,0.087,0.065,0.063,0.068,0.057,0.057,0.043
462,0.042,0.062,0.067,0.083,0.086,0.064,0.063,0.067,0.057,0.057,0.043
463,0.042,0.062,0.068,0.083,0.086,0.064,0.063,0.067,0.057,0.057,0.043
464,0.042,0.062,0.068,0.083,0.086,0.064,0.063,0.067,0.057,0.057,0.042
465,0.042,0.062,0.068,0.083,0.086,0.065,0.063,0.067,0.057,0.057,0.043
466,0.042,0.061,0.067,0.082,0.086,0.064,0.063,0.067,0.056,0.057,0.043
467,0.042,0.061,0.067,0.082,0.086,0.064,0.063,0.067,0.056,0.056,0.043
468,0.042,0.062,0.067,0.082,0.086,0.064,0.063,0.067,0.056,0.057,0.042
469,0.042,0.062,0.067,0.083,0.086,0.064,0.063,0.067,0.056,0.057,0.042
470,0.042,0.062,0.067,0.082,0.086,0.064,0.062,0.067,0.056,0.056,0.042
471,0.042,0.061,0.068,0.083,0.086,0.064,0.062,0.067,0.056,0.056,0.042
472,0.042,0.062,0.067,0.083,0.086,0.064,0.063,0.067,0.056,0.056,0.043
473,0.042,0.062,0.067,0.083,0.086,0.064,0.062,0.067,0.056,0.056,0.043
474,0.042,0.062,0.068,0.083,0.086,0.064,0.062,0.067,0.056,0.056,0.043
475,0.042,0.062,0.068,0.083,0.086,0.064,0.062,0.067,0.056,0.056,0.042
476,0.041,0.062,0.068,0.083,0.086,0.063,0.062,0.066,0.056,0.056,0.042
477,0.042,0.062,0.067,0.083,0.087,0.064,0.062,0.067,0.056,0.056,0.042
478,0.042,0.062,0.068,0.083,0.086,0.064,0.063,0.066,0.056,0.056,0.042
479,0.042,0.062,0.068,0.084,0.087,0.064,0.063,0.066,0.056,0.056,0.042
480,0.042,0.062,0.068,0.083,0.087,0.064,0.062,0.066,0.056,0.056,0.042
481,0.041,0.062,0.068,0.084,0.087,0.064,0.063,0.066,0.056,0.056,0.042
482,0.042,0.063,0.069,0.084,0.087,0.064,0.062,0.066,0.055,0.056,0.042
483,0.042,0.063,0.069,0.084,0.087,0.064,0.062,0.066,0.055,0.056,0.042
484,0.042,0.063,0.069,0.084,0.087,0.064,0.063,0.066,0.055,0.056,0.042
485,0.041,0.063,0.069,0.084,0.087,0.064,0.062,0.066,0.056,0.056,0.042
486,0.041,0.063,0.069,0.085,0.087,0.064,0.062,0.066,0.055,0.056,0.042
487,0.042,0.063,0.07,0.085,0.088,0.064,0.062,0.066,0.055,0.055,0.042
488,0.041,0.063,0.069,0.085,0.088,0.064,0.062,0.066,0.055,0.055,0.042
489,0.042,0.064,0.07,0.085,0.088,0.064,0.062,0.066,0.055,0.056,0.042
490,0.042,0.064,0.07,0.086,0.088,0.064,0.062,0.066,0.055,0.056,0.042
491,0.042,0.064,0.07,0.085,0.088,0.064,0.063,0.066,0.055,0.055,0.042
492,0.041,0.064,0.07,0.086,0.089,0.065,0.063,0.066,0.055,0.056,0.042
493,0.041,0.065,0.071,0.086,0.089,0.064,0.062,0.066,0.055,0.056,0.042
494,0.041,0.065,0.071,0.087,0.089,0.065,0.063,0.066,0.055,0.055,0.042
495,0.041,0.065,0.071,0.087,0.089,0.065,0.063,0.066,0.055,0.055,0.042
496,0.041,0.065,0.071,0.087,0.09,0.065,0.063,0.066,0.055,0.056,0.042
497,0.041,0.065,0.072,0.087,0.09,0.065,0.063,0.066,0.055,0.056,0.042
498,0.042,0.065,0.072,0.087,0.09,0.065,0.063,0.066,0.056,0.055,0.042
499,0.041,0.066,0.072,0.088,0.09,0.065,0.063,0.066,0.055,0.055,0.041
500,0.042,0.066,0.073,0.088,0.091,0.065,0.063,0.066,0.055,0.056,0.042
501,0.041,0.066,0.073,0.088,0.091,0.065,0.063,0.066,0.055,0.056,0.041
502,0.041,0.066,0.073,0.089,0.091,0.065,0.063,0.066,0.055,0.055,0.042
503,0.041,0.066,0.073,0.089,0.091,0.065,0.063,0.066,0.055,0.055,0.041
504,0.041,0.067,0.074,0.089,0.091,0.066,0.063,0.066,0.055,0.055,0.042
505,0.041,0.067,0.074,0.09,0.092,0.065,0.063,0.066,0.055,0.056,0.042
506,0.041,0.067,0.074,0.09,0.092,0.066,0.063,0.066,0.055,0.056,0.042
507,0.041,0.067,0.074,0.09,0.092,0.065,0.063,0.066,0.054,0.055,0.041
508,0.041,0.068,0.075,0.091,0.092,0.066,0.064,0.066,0.055,0.055,0.042
509,0.041,0.068,0.075,0.091,0.093,0.066,0.064,0.066,0.055,0.056,0.041
510,0.041,0.069,0.076,0.092,0.093,0.066,0.064,0.066,0.055,0.055,0.042
511,0.041,0.068,0.076,0.091,0.093,0.066,0.064,0.066,0.055,0.055,0.041
512,0.041,0.069,0.076,0.092,0.095,0.066,0.064,0.067,0.055,0.056,0.042
513,0.041,0.069,0.076,0.092,0.094,0.066,0.064,0.066,0.055,0.055,0.041
514,0.041,0.07,0.077,0.093,0.095,0.067,0.064,0.066,0.055,0.056,0.042
515,0.041,0.07,0.078,0.094,0.095,0.067,0.065,0.067,0.055,0.056,0.042
516,0.041,0.07,0.078,0.094,0.096,0.067,0.064,0.067,0.055,0.056,0.042
517,0.041,0.07,0.079,0.094,0.096,0.067,0.065,0.067,0.055,0.056,0.042
518,0.041,0.071,0.079,0.095,0.096,0.068,0.065,0.067,0.055,0.056,0.042
519,0.041,0.071,0.079,0.095,0.097,0.068,0.065,0.067,0.055,0.056,0.042
520,0.041,0.071,0.079,0.095,0.097,0.068,0.065,0.067,0.055,0.056,0.041
521,0.041,0.071,0.08,0.096,0.097,0.068,0.065,0.067,0.055,0.056,0.041
522,0.041,0.072,0.08,0.096,0.098,0.068,0.065,0.067,0.055,0.055,0.041
523,0.041,0.072,0.081,0.097,0.099,0.068,0.066,0.067,0.055,0.056,0.042
524,0.041,0.072,0.082,0.097,0.099,0.068,0.065,0.068,0.056,0.056,0.042
525,0.04,0.073,0.082,0.098,0.099,0.068,0.065,0.067,0.055,0.056,0.041
526,0.041,0.073,0.082,0.098,0.099,0.069,0.066,0.067,0.055,0.056,0.041
527,0.041,0.073,0.083,0.098,0.1,0.069,0.066,0.067,0.055,0.056,0.041
528,0.041,0.073,0.083,0.099,0.1,0.069,0.066,0.067,0.055,0.056,0.041
529,0.041,0.074,0.084,0.1,0.101,0.069,0.066,0.068,0.055,0.056,0.041
530,0.041,0.074,0.084,0.1,0.101,0.069,0.066,0.067,0.055,0.056,0.041
531,0.041,0.074,0.084,0.1,0.101,0.069,0.066,0.067,0.055,0.056,0.041
532,0.041,0.075,0.085,0.101,0.102,0.07,0.066,0.067,0.055,0.056,0.041
533,0.041,0.075,0.086,0.101,0.102,0.07,0.067,0.068,0.056,0.056,0.041
534,0.041,0.076,0.086,0.102,0.103,0.07,0.067,0.068,0.056,0.056,0.041
535,0.04,0.076,0.086,0.103,0.103,0.07,0.067,0.068,0.055,0.056,0.041
536,0.041,0.077,0.087,0.103,0.104,0.07,0.067,0.068,0.056,0.056,0.041
537,0.041,0.077,0.087,0.104,0.104,0.071,0.067,0.068,0.056,0.056,0.042
538,0.041,0.077,0.088,0.105,0.105,0.071,0.068,0.068,0.056,0.056,0.041
539,0.04,0.078,0.089,0.105,0.106,0.071,0.067,0.068,0.056,0.056,0.041
540,0.041,0.079,0.09,0.106,0.106,0.072,0.068,0.069,0.056,0.056,0.041
541,0.041,0.079,0.09,0.107,0.107,0.071,0.068,0.069,0.056,0.056,0.041
542,0.041,0.079,0.091,0.107,0.107,0.072,0.068,0.069,0.056,0.057,0.041
543,0.041,0.08,0.091,0.107,0.108,0.072,0.068,0.069,0.056,0.057,0.042
544,0.041,0.08,0.091,0.108,0.108,0.072,0.069,0.069,0.056,0.057,0.041
545,0.041,0.081,0.093,0.109,0.109,0.073,0.068,0.069,0.056,0.057,0.042
546,0.04,0.081,0.092,0.11,0.11,0.073,0.069,0.069,0.056,0.056,0.041
547,0.041,0.082,0.094,0.111,0.11,0.073,0.069,0.07,0.056,0.057,0.041
548,0.041,0.082,0.095,0.112,0.111,0.073,0.069,0.07,0.056,0.057,0.041
549,0.041,0.083,0.096,0.113,0.112,0.074,0.07,0.07,0.056,0.057,0.041
550,0.041,0.083,0.096,0.113,0.113,0.074,0.07,0.07,0.056,0.057,0.041
551,0.04,0.084,0.096,0.113,0.113,0.074,0.07,0.07,0.056,0.057,0.041
552,0.04,0.084,0.098,0.114,0.113,0.074,0.07,0.07,0.056,0.057,0.041
553,0.041,0.085,0.098,0.115,0.114,0.075,0.07,0.07,0.056,0.057,0.041
