idtbt_ps_100 Cycle01			idtbt_ps_80 Cycle01						idtbt_ps_60 Cycle01		
nm	A		nm	A					nm	A	
619	0.07506323		619	0.01567198	0.03999292	0.078092828			619	0.03730975	0.03837413
620	0.07474424		620	0.01534082	0.03966176	0.077446183			620	0.03696829	0.03803267
621	0.0758522		621	0.01578828	0.04010922	0.078319923			621	0.03732593	0.03839031
622	0.07464212		622	0.01558944	0.03991038	0.077931655			622	0.03704918	0.03811356
623	0.07538375		623	0.01565604	0.03997698	0.078061702			623	0.03826636	0.03933074
624	0.07632642		624	0.01591619	0.04023713	0.078569688			624	0.03769359	0.03875797
625	0.07574493		625	0.01487257	0.03919351	0.076531847			625	0.03836618	0.03943056
626	0.07765004		626	0.01617783	0.04049877	0.079080584			626	0.0384923	0.03955668
627	0.07724728		627	0.0152636	0.03958454	0.077295398			627	0.03815583	0.03922021
628	0.07777808		628	0.0153227	0.03964364	0.0774108			628	0.03779786	0.03886224
629	0.07793663		629	0.01575083	0.04007177	0.078246795			629	0.03910604	0.04017042
630	0.07540862		630	0.01524009	0.03956103	0.077249491			630	0.03811416	0.03917854
631	0.07763087		631	0.01532648	0.03964742	0.077418181			631	0.03820391	0.03926829
632	0.07712514		632	0.01580886	0.0401298	0.078360109			632	0.03811025	0.03917463
633	0.07738225		633	0.01587443	0.04019537	0.078488145			633	0.03743474	0.03849912
634	0.07676368		634	0.01544017	0.03976111	0.07764018			634	0.03871324	0.03977762
635	0.076685		635	0.0158368	0.04015774	0.078414666			635	0.03961399	0.04067837
636	0.07730548		636	0.01514617	0.03946711	0.077066096			636	0.03738573	0.03845011
637	0.07716389		637	0.01538263	0.03970357	0.077527824			637	0.03776367	0.03882805
638	0.07701135		638	0.0154044	0.03972534	0.077570333			638	0.03843698	0.03950136
639	0.07728291		639	0.01531669	0.03963763	0.077399065			639	0.03846641	0.03953079
640	0.07697084		640	0.01548316	0.0398041	0.077724125			640	0.03806478	0.03912916
641	0.07720628		641	0.01504507	0.03936601	0.076868682			641	0.03810121	0.03916559
642	0.07747127		642	0.01541456	0.0397355	0.077590172			642	0.03841243	0.03947681
643	0.07729293		643	0.01571723	0.04003817	0.078181186			643	0.03781189	0.03887627
644	0.07814174		644	0.01572688	0.04004782	0.078200029			644	0.03860237	0.03966675
645	0.07957166		645	0.01586924	0.04019018	0.078478011			645	0.03839484	0.03945922
646	0.0785007		646	0.01450659	0.03882753	0.07581721			646	0.03798066	0.03904504
647	0.07987303		647	0.01491406	0.039235	0.076612863			647	0.03848578	0.03955016
648	0.08122517		648	0.01571173	0.04003267	0.078170446			648	0.03753942	0.0386038
649	0.08089516		649	0.01543348	0.03975442	0.077627117			649	0.03715813	0.03822251
650	0.08112779		650	0.01568002	0.04000096	0.078108527			650	0.03847535	0.03953973
651	0.08274362		651	0.01553704	0.03985798	0.077829335			651	0.03866774	0.03973212
652	0.08410567		652	0.01452872	0.03884966	0.075860422			652	0.03910093	0.04016531
653	0.08564608		653	0.01519044	0.03951138	0.077152541			653	0.03782714	0.03889152
654	0.08658968		654	0.01471782	0.03903876	0.076229672			654	0.03968906	0.04075344
655	0.08589358		655	0.01485834	0.03917928	0.07650406			655	0.0386392	0.03970358
656	0.08745141		656	0.01472495	0.03904589	0.076243594			656	0.0386166	0.03968098
657	0.08934571		657	0.01499932	0.03932026	0.076779347			657	0.03912903	0.04019341
658	0.0919961		658	0.01434259	0.03866353	0.075496973			658	0.04026673	0.04133111
659	0.092473		659	0.01434444	0.03866538	0.075500585			659	0.03953639	0.04060077
660	0.09357466		660	0.01446127	0.03878221	0.075728715			660	0.04084768	0.04191206
661	0.09484529		661	0.01345282	0.03777376	0.073759549			661	0.04043591	0.04150029
662	0.0943128		662	0.01360298	0.03792392	0.074052761			662	0.03900482	0.0400692
663	0.09730225		663	0.01405494	0.03837588	0.074935288			663	0.03815489	0.03921927
664	0.09671945		664	0.01361908	0.03794002	0.074084199			664	0.03634307	0.03740745
665	0.09919164		665	0.01312464	0.03744558	0.073118723			665	0.03838279	0.03944717
666	0.10031776		666	0.01404078	0.03836172	0.074907638			666	0.03949611	0.04056049
667	0.1000967		667	0.01266873	0.03698967	0.072228483			667	0.03873504	0.03979942
668	0.10100968		668	0.01257779	0.03689873	0.072050907			668	0.03753313	0.03859751
669	0.1027058		669	0.01299233	0.03731327	0.072860365			669	0.03864043	0.03970481
670	0.1032711		670	0.01242955	0.03675049	0.071761444			670	0.03898583	0.04005021
671	0.1041634		671	0.01214071	0.03646165	0.071197436			671	0.03822978	0.03929416
672	0.10595162		672	0.01158612	0.03590706	0.070114507			672	0.03751156	0.03857594
673	0.10630149		673	0.01116064	0.03548158	0.069283686			673	0.03657103	0.03763541
674	0.10671374		674	0.01082173	0.03514267	0.068621908			674	0.03642241	0.03748679
675	0.10671967		675	0.01043193	0.03475287	0.067860759			675	0.03559304	0.03665742
676	0.1069652		676	0.0106676	0.03498854	0.068320943			676	0.03659684	0.03766122
677	0.10772426		677	0.01034122	0.03466216	0.067683632			677	0.03686353	0.03792791
678	0.10701564		678	0.00933787	0.03365881	0.065724424			678	0.03629973	0.03736411
679	0.1076804		679	0.00853833	0.03285927	0.06416319			679	0.03517225	0.03623663
680	0.10785978		680	0.00882846	0.0331494	0.064729717			680	0.036583	0.03764738
681	0.10821029		681	0.00889248	0.03321342	0.064854726			681	0.03541315	0.03647753
682	0.1064286		682	0.00817066	0.0324916	0.063445253			682	0.03397968	0.03504406
683	0.10534972		683	0.0072402	0.03156114	0.061628375			683	0.03268487	0.03374925
684	0.10310923		684	0.00695294	0.03127388	0.061067452			684	0.03329596	0.03436034
685	0.10260017		685	0.00655798	0.03087892	0.060296227			685	0.03163724	0.03270162
686	0.09943053		686	0.00576028	0.03008122	0.058738585			686	0.03113379	0.03219817
687	0.09837776		687	0.00484645	0.02916739	0.05695418			687	0.03069297	0.03175735
688	0.09813496		688	0.00552165	0.02984259	0.05827262			688	0.03055662	0.031621
689	0.09566079		689	0.00474524	0.02906618	0.056756551			689	0.02966628	0.03073066
690	0.09384358		690	0.00443071	0.02875165	0.056142378			690	0.02872819	0.02979257
691	0.09183327		691	0.00418381	0.02850475	0.055660265			691	0.02925505	0.03031943
692	0.09063418		692	0.00417214	0.02849308	0.055637478			692	0.02948624	0.03055062
693	0.08711854		693	0.0036359	0.02795684	0.05459038			693	0.028572	0.02963638
694	0.08453872		694	0.00287723	0.02719817	0.05310895			694	0.02668392	0.0277483
695	0.08322022		695	0.00268812	0.02700906	0.052739682			695	0.02879953	0.02986391
696	0.08078157		696	0.00235505	0.02667599	0.052089307			696	0.02765245	0.02871683
697	0.07602159		697	0.00162817	0.02594911	0.050669953			697	0.0273054	0.02836978
698	0.07546345		698	0.00069508	0.02501602	0.04884794			698	0.02787925	0.02894363
699	0.07318466		699	0.00102166	0.0253426	0.049485641			699	0.02786921	0.02893359
700	0.07081834		700	0.00094312	0.02526406	0.049332279			700	0.02585099	0.02691537
701	0.06641238		701	0.0002323	0.02455324	0.047944285			701	0.02603797	0.02710235
702	0.0625622		702	0.00050506	0.024826	0.048476894			702	0.02612678	0.02719116
703	0.06110106		703	-0.00058773	0.02373321	0.04634304			703	0.02528023	0.02634461
704	0.05744492		704	-0.00053502	0.02378592	0.046445965			704	0.02433807	0.02540245
705	0.05553962		705	-0.00046072	0.02386022	0.046591048			705	0.024445	0.02550938
706	0.05142821		706	-0.00105047	0.02327047	0.045439463			706	0.02383772	0.0249021
707	0.04902973		707	-0.00083166	0.02348928	0.045866726			707	0.0230759	0.02414028
708	0.04704526		708	-0.00141738	0.02290356	0.04472301			708	0.02149078	0.02255516
709	0.0452554		709	-0.00133021	0.02299073	0.044893224			709	0.02257997	0.02364435
710	0.04329746		710	-0.00137104	0.0229499	0.044813497			710	0.02217341	0.02323779
711	0.04164145		711	-0.00178586	0.02253508	0.044003492			711	0.0217935	0.02285788
712	0.03884544		712	-0.00236733	0.02195361	0.042868075			712	0.01942866	0.02049304
713	0.03671553		713	-0.00281625	0.02150469	0.041991484			713	0.01928973	0.02035411
714	0.03454585		714	-0.00246611	0.02185483	0.04267519			714	0.02049934	0.02156372
715	0.03384781		715	-0.00303077	0.02129017	0.041572598			715	0.01936941	0.02043379
716	0.03395883		716	-0.00226852	0.02205242	0.043061018			716	0.02172052	0.0227849
717	0.03015968		717	-0.00324038	0.02108056	0.041163299			717	0.0195756	0.02063998
718	0.03133375		718	-0.00302758	0.02129336	0.041578827			718	0.02054162	0.021606
719	0.02993914		719	-0.00298375	0.02133719	0.041664412			719	0.02067851	0.02174289
720	0.02799204		720	-0.00356138	0.02075956	0.040536494			720	0.01841097	0.01947535
721	0.02656858		721	-0.00345782	0.02086312	0.040738712			721	0.01897726	0.02004164
722	0.0271246		722	-0.00319569	0.02112525	0.041250564			722	0.01953705	0.02060143
723	0.02600114		723	-0.00334864	0.0209723	0.040951904			723	0.01929798	0.02036236
724	0.02615968		724	-0.00284101	0.02147993	0.041943136			724	0.01871749	0.01978187
725	0.02441016		725	-0.0033853	0.02093564	0.040880319			725	0.0192809	0.02034528
726	0.02422601		726	-0.00359901	0.02072193	0.040463015			726	0.01902005	0.02008443
727	0.02405637		727	-0.00296947	0.02135147	0.041692296			727	0.02024717	0.02131155
728	0.0230744		728	-0.00388575	0.02043519	0.039903107			728	0.01936203	0.02042641
729	0.02315023		729	-0.00359382	0.02072712	0.040473149			729	0.01880738	0.01987176
730	0.0220442		730	-0.00416424	0.0201567	0.039359309			730	0.01577862	0.016843
731	0.02212223		731	-0.00353759	0.02078335	0.040582947			731	0.01891988	0.01998426
732	0.02113672		732	-0.00395185	0.02036909	0.039774036			732	0.01805125	0.01911563
733	0.02034063		733	-0.00452066	0.01980028	0.03866334			733	0.01691819	0.01798257
734	0.02179113		734	-0.0031926	0.02112834	0.041256598			734	0.01886056	0.01992494
735	0.0203631		735	-0.0039661	0.02035484	0.03974621			735	0.0181941	0.01925848
736	0.0200273		736	-0.00412525	0.02019569	0.039435444			736	0.01769681	0.01876119
737	0.02014942		737	-0.00463613	0.01968481	0.038437865			737	0.01838438	0.01944876
738	0.01998442		738	-0.00376351	0.02055743	0.040141801			738	0.01642786	0.01749224
739	0.01967949		739	-0.00416804	0.0201529	0.039351889			739	0.01616576	0.01723014
740	0.01889793		740	-0.00427128	0.02004966	0.039150296			740	0.01761519	0.01867957
741	0.0199457		741	-0.00360785	0.02071309	0.040445753			741	0.01748827	0.01855265
742	0.01943323		742	-0.00390171	0.02041923	0.039871943			742	0.01672421	0.01778859
743	0.01946476		743	-0.00357246	0.02074848	0.040514858			743	0.01857613	0.01964051
744	0.01946331		744	-0.00388841	0.02043253	0.039897913			744	0.0164906	0.01755498
745	0.01849377		745	-0.00410359	0.02021735	0.039477738			745	0.01670813	0.01777251
746	0.02009188		746	-0.00376729	0.02055365	0.04013442			746	0.01680342	0.0178678
747	0.01926805		747	-0.00377231	0.02054863	0.040124618			747	0.01820536	0.01926974
748	0.01784396		748	-0.00434545	0.01997549	0.039005466			748	0.01715014	0.01821452
749	0.0188617		749	-0.00465823	0.01966271	0.038394711			749	0.01778344	0.01884782
750	0.01738752		750	-0.00463174	0.0196892	0.038446438			750	0.01747499	0.01853937
751	0.01819932		751	-0.00416529	0.02015565	0.039357259			751	0.01671422	0.0177786
752	0.01859394		752	-0.00416535	0.02015559	0.039357142			752	0.01731203	0.01837641
753	0.01832161		753	-0.00415295	0.02016799	0.039381355			753	0.01839164	0.01945602
754	0.01666185		754	-0.0043283	0.01999264	0.039038955			754	0.01737562	0.01844
755	0.01889229		755	-0.00419974	0.0201212	0.039289989			755	0.01765174	0.01871612
756	0.01816263		756	-0.00461846	0.01970248	0.038472369			756	0.01783167	0.01889605
757	0.01819006		757	-0.00431878	0.02000216	0.039057544			757	0.01648385	0.01754823
758	0.0174329		758	-0.00370583	0.02061511	0.040254431			758	0.01676329	0.01782767
759	0.01815931		759	-0.00413874	0.0201822	0.039409102			759	0.01656157	0.01762595
760	0.01866813		760	-0.00389751	0.02042343	0.039880144			760	0.01762993	0.01869431
761	0.01772897		761	-0.00394141	0.02037953	0.039794422			761	0.01716334	0.01822772
762	0.01803958		762	-0.00468471	0.01963623	0.038343005			762	0.01727265	0.01833703
763	0.01785611		763	-0.00355898	0.02076196	0.04054118			763	0.0166591	0.01772348
764	0.01556839		764	-0.00433174	0.0199892	0.039032237			764	0.01481747	0.01588185
765	0.01549713		765	-0.00431688	0.02000406	0.039061254			765	0.01455339	0.01561777
766	0.0172007		766	-0.00404417	0.02027677	0.039593766			766	0.01609554	0.01715992
767	0.01702707		767	-0.00493196	0.01938898	0.037860208			767	0.01670245	0.01776683
768	0.01743308		768	-0.00403935	0.02028159	0.039603178			768	0.0178404	0.01890478
769	0.01822516		769	-0.00343405	0.02088689	0.040785127			769	0.01767924	0.01874362
770	0.01820761		770	-0.00365825	0.02066269	0.040347339			770	0.01687847	0.01794285
771	0.01918025		771	-0.00370471	0.02061623	0.040256618			771	0.01780422	0.0188686
772	0.01855576		772	-0.00323463	0.02108631	0.041174527			772	0.01905539	0.02011977
773	0.01859076		773	-0.00371049	0.02061045	0.040245331			773	0.01840308	0.01946746
774	0.01831705		774	-0.00474731	0.01957363	0.038220768			774	0.0187715	0.01983588
775	0.01873361		775	-0.00433249	0.01998845	0.039030773			775	0.01620459	0.01726897
776	0.01782159		776	-0.00361475	0.02070619	0.04043228			776	0.01680631	0.01787069
777	0.01904684		777	-0.00401794	0.020303	0.039644984			777	0.01776277	0.01882715
778	0.0199202		778	-0.0028017	0.02151924	0.042019895			778	0.01935354	0.02041792
779	0.01865865		779	-0.00440223	0.01991871	0.038894594			779	0.01909119	0.02015557
780	0.01832172		780	-0.00408987	0.02023107	0.039504529			780	0.0181183	0.01918268
781	0.01732058		781	-0.00466262	0.01965832	0.038386139			781	0.01866613	0.01973051
782	0.01799085		782	-0.00400393	0.02031701	0.039672341			782	0.01767106	0.01873544
783	0.01881575		783	-0.004021	0.02029994	0.039639009			783	0.01832562	0.01939
784	0.01857942		784	-0.00382881	0.02049213	0.040014292			784	0.0191753	0.02023968
785	0.01751783		785	-0.00392427	0.02039667	0.03982789			785	0.01824417	0.01930855
786	0.01799523		786	-0.0038626	0.02045834	0.039948311			786	0.01649731	0.01756169
787	0.01855255		787	-0.00272779	0.02159315	0.042164217			787	0.01749975	0.01856413
788	0.01792475		788	-0.00385975	0.02046119	0.039953876			788	0.01808745	0.01915183
789	0.0165658		789	-0.00398367	0.02033727	0.039711902			789	0.01696907	0.01803345
790	0.01664378		790	-0.00480162	0.01951932	0.038114719			790	0.01685146	0.01791584
791	0.01783353		791	-0.00423351	0.02008743	0.039224048			791	0.01841325	0.01947763
792	0.01746971		792	-0.00449334	0.0198276	0.038716687			792	0.01644782	0.0175122
793	0.01867225		793	-0.00450331	0.01981763	0.038697219			793	0.01771103	0.01877541
794	0.01836375		794	-0.0035975	0.02072344	0.040465963			794	0.01763962	0.018704
795	0.01645642		795	-0.00379485	0.02052609	0.040080605			795	0.01759822	0.0186626
796	0.01835034		796	-0.0033901	0.02093084	0.040870946			796	0.01798522	0.0190496
797	0.01626633		797	-0.00422741	0.02009353	0.039235959			797	0.01544642	0.0165108
798	0.01819828		798	-0.00421238	0.02010856	0.039265308			798	0.01795231	0.01901669
799	0.01812417		799	-0.003261	0.02105994	0.041123035			799	0.01790797	0.01897235
800	0.0196105		800	-0.00471044	0.0196105	0.038292763			800	0.01854612	0.0196105
801	0.01763621		801	-0.00357877	0.02074217	0.040502537			801	0.01735089	0.01841527
802	0.01795759		802	-0.00476999	0.01955095	0.038176481			802	0.01878381	0.01984819
803	0.01912904		803	-0.00271613	0.02160481	0.042186985			803	0.02033653	0.02140091
804	0.01781782		804	-0.00485722	0.01946372	0.03800615			804	0.01775086	0.01881524
805	0.01913253		805	-0.00453256	0.01978838	0.038640103			805	0.01791456	0.01897894
806	0.01877869		806	-0.00339181	0.02092913	0.040867607			806	0.01854705	0.01961143
807	0.0180286		807	-0.0039271	0.02039384	0.039822364			807	0.01796073	0.01902511
808	0.01736155		808	-0.00389416	0.02042678	0.039886685			808	0.0162665	0.01733088
809	0.01728631		809	-0.00376486	0.02055608	0.040139165			809	0.0176907	0.01875508
810	0.01883298		810	-0.00358287	0.02073807	0.040494531			810	0.01889063	0.01995501
811	0.0186304		811	-0.00373119	0.02058975	0.040204911			811	0.01841425	0.01947863
812	0.01857091		812	-0.00387002	0.02045092	0.039933823			812	0.0194193	0.02048368
813	0.01823598		813	-0.00339013	0.02093081	0.040870888			813	0.01773743	0.01880181
814	0.0170719		814	-0.00391252	0.02040842	0.039850834			814	0.01812949	0.01919387
815	0.01765964		815	-0.00359549	0.02072545	0.040469888			815	0.01820274	0.01926712
816	0.0203574		816	-0.00309355	0.02122739	0.041450009			816	0.01933802	0.0204024
817	0.01656683		817	-0.00344789	0.02087305	0.040758102			817	0.01904698	0.02011136
818	0.01732886		818	-0.0037213	0.02059964	0.040224223			818	0.01648853	0.01755291
819	0.01718602		819	-0.00355205	0.02076889	0.040554712			819	0.0174507	0.01851508
820	0.01609654		820	-0.00396669	0.02035425	0.039745058			820	0.01688574	0.01795012
821	0.01619919		821	-0.00365618	0.02066476	0.040351381			821	0.01522818	0.01629256
822	0.01388991		822	-0.00350676	0.02081418	0.040643148			822	0.01335153	0.01441591
823	0.01153939		823	-0.00333447	0.02098647	0.040979573			823	0.01210133	0.01316571
824	0.01110017		824	-0.00365608	0.02066486	0.040351576			824	0.01173512	0.0127995
825	0.01284524		825	-0.00318546	0.02113548	0.04127054			825	0.01360041	0.01466479
826	0.0137481		826	-0.00367511	0.02064583	0.040314417			826	0.01467563	0.01574001
827	0.01457189		827	-0.0036709	0.02065004	0.040322638			827	0.01402144	0.01508582
828	0.0127283		828	-0.00337566	0.02094528	0.040899143			828	0.01321324	0.01427762
829	0.01343897		829	-0.00334078	0.02098016	0.040967252			829	0.01381578	0.01488016
830	0.01393569		830	-0.00357463	0.02074631	0.040510621			830	0.01578007	0.01684445
831	0.01673716		831	-0.00458033	0.01974061	0.038546824			831	0.01714379	0.01820817
832	0.01679487		832	-0.00346544	0.0208555	0.040723832			832	0.01656422	0.0176286
833	0.01659868		833	-0.00336817	0.02095277	0.040913768			833	0.01577213	0.01683651
834	0.01388772		834	-0.00355737	0.02076357	0.040544324			834	0.01430036	0.01536474
835	0.01366056		835	-0.00361445	0.02070649	0.040432866			835	0.0140033	0.01506768
836	0.01490655		836	-0.0030259	0.02129504	0.041582107			836	0.01507255	0.01613693
837	0.01591337		837	-0.00386132	0.02045962	0.039950811			837	0.01618196	0.01724634
838	0.01769218		838	-0.00328064	0.0210403	0.041084685			838	0.01674246	0.01780684
839	0.01817137		839	-0.0032567	0.02106424	0.041131432			839	0.01841836	0.01948274
840	0.01663183		840	-0.00464977	0.01967117	0.038411231			840	0.01771372	0.0187781
841	0.01553556		841	-0.00391649	0.02040445	0.039843082			841	0.01584728	0.01691166
842	0.01482213		842	-0.00331908	0.02100186	0.041009625			842	0.01586202	0.0169264
843	0.01792313		843	-0.00280463	0.02151631	0.042014174			843	0.01908323	0.02014761
844	0.01548972		844	-0.00416529	0.02015565	0.039357259			844	0.01779735	0.01886173
845	0.01815288		845	-0.00362605	0.02069489	0.040410215			845	0.01745101	0.01851539
846	0.01845961		846	-0.00347964	0.0208413	0.040696104			846	0.01941816	0.02048254
847	0.01799496		847	-0.00390802	0.02041292	0.039859621			847	0.0193102	0.02037458
848	0.01714286		848	-0.003726	0.02059494	0.040215046			848	0.01760401	0.01866839
849	0.01920242		849	-0.00267257	0.02164837	0.042272043			849	0.01848039	0.01954477
850	0.0190718		850	-0.00361422	0.02070672	0.040433315			850	0.01787648	0.01894086
851	0.0185651		851	-0.0027616	0.02155934	0.042098197			851	0.01922371	0.02028809
852	0.01715531		852	-0.00363092	0.02069002	0.040400705			852	0.01981594	0.02088032
853	0.01805274		853	-0.00339177	0.02092917	0.040867685			853	0.01999541	0.02105979
854	0.01777989		854	-0.00383344	0.0204875	0.040005251			854	0.01893126	0.01999564
855	0.01851081		855	-0.00356	0.02076094	0.040539188			855	0.01669132	0.0177557
856	0.01956565		856	-0.00268261	0.02163833	0.042252438			856	0.01912755	0.02019193
857	0.01750896		857	-0.00400586	0.02031508	0.039668572			857	0.01904958	0.02011396
858	0.01943898		858	-0.00321884	0.0211021	0.04120536			858	0.01852257	0.01958695
859	0.01983782		859	-0.00163734	0.0226836	0.044293502			859	0.01930972	0.0203741
860	0.01883783		860	-0.00394516	0.02037578	0.039787099			860	0.01769915	0.01876353
861	0.01732603		861	-0.0029363	0.02138464	0.041757066			861	0.01717078	0.01823516
862	0.01736127		862	-0.00338293	0.02093801	0.040884947			862	0.01906388	0.02012826
863	0.0188426		863	-0.00306407	0.02125687	0.041507574			863	0.01892348	0.01998786
864	0.01744915		864	-0.00307598	0.02124496	0.041484318			864	0.01823847	0.01930285
865	0.01771379		865	-0.00246272	0.02185822	0.04268181			865	0.01928239	0.02034677
866	0.01798221		866	-0.00301709	0.02130385	0.04159931			866	0.01837087	0.01943525
867	0.01653878		867	-0.00429565	0.02002529	0.039102709			867	0.0201177	0.02118208
868	0.01772815		868	-0.00369857	0.02062237	0.040268607			868	0.01774958	0.01881396
869	0.01834132		869	-0.0025232	0.02179774	0.042563713			869	0.01769267	0.01875705
870	0.01827399		870	-0.0030238	0.02129714	0.041586208			870	0.01732641	0.01839079
871	0.01850058		871	-0.00330431	0.02101663	0.041038465			871	0.01640085	0.01746523
872	0.01805947		872	-0.00352888	0.02079206	0.040599955			872	0.01778838	0.01885276
873	0.01721725		873	-0.00374045	0.02058049	0.04018683			873	0.01662704	0.01769142
874	0.01818		874	-0.00302258	0.02129836	0.04158859			874	0.01736941	0.01843379
875	0.01730824		875	-0.00363276	0.02068818	0.040397112			875	0.01693938	0.01800376
876	0.01659097		876	-0.00283021	0.02149073	0.041964225			876	0.01771641	0.01878079
877	0.01672924		877	-0.00330865	0.02101229	0.041029991			877	0.01666436	0.01772874
878	0.01570239		878	-0.00304242	0.02127852	0.041549849			878	0.01610527	0.01716965
879	0.01707665		879	-0.00352382	0.02079712	0.040609836			879	0.01754781	0.01861219
880	0.0145905		880	-0.00383971	0.02048123	0.039993008			880	0.01495192	0.0160163
881	0.01286691		881	-0.00313734	0.0211836	0.041364502			881	0.01232833	0.01339271
882	0.01066077		882	-0.00332424	0.0209967	0.040999549			882	0.01140556	0.01246994
883	0.01153327		883	-0.00315964	0.0211613	0.041320958			883	0.01196159	0.01302597
884	0.01287412		884	-0.00301041	0.02131053	0.041612354			884	0.01338874	0.01445312
885	0.01375374		885	-0.00276348	0.02155746	0.042094526			885	0.01457258	0.01563696
886	0.01411172		886	-0.00322341	0.02109753	0.041196436			886	0.01485985	0.01592423
887	0.01530173		887	-0.00281174	0.0215092	0.04200029			887	0.01606236	0.01712674
888	0.01480811		888	-0.00319957	0.02112137	0.041242988			888	0.0151765	0.01624088
889	0.01429427		889	-0.003291	0.02102994	0.041064455			889	0.01593781	0.01700219
890	0.01664557		890	-0.00357219	0.02074875	0.040515385			890	0.0168836	0.01794798
891	0.0159352		891	-0.00267326	0.02164768	0.042270696			891	0.01659682	0.0176612
892	0.01568243		892	-0.00387827	0.02044267	0.039917713			892	0.01530554	0.01636992
893	0.01510919		893	-0.00336978	0.02095116	0.040910624			893	0.01494976	0.01601414
894	0.01349957		894	-0.00280358	0.02151736	0.042016224			894	0.01525629	0.01632067
895	0.0132117		895	-0.00282001	0.02150093	0.041984142			895	0.01387869	0.01494307
896	0.01216903		896	-0.0027458	0.02157514	0.042129049			896	0.01277972	0.0138441
897	0.01362431		897	-0.0030944	0.02122654	0.04144835			897	0.01391701	0.01498139
898	0.01478274		898	-0.00281816	0.02150278	0.041987754			898	0.01656876	0.01763314
899	0.01522506		899	-0.00345052	0.02087042	0.040752966			899	0.01518388	0.01624826
900	0.01506456		900	-0.00298615	0.02133479	0.041659726			900	0.01452324	0.01558762
